M=MODULE	module_enabled	module_name
S=SUBJECT	subject_enabled	subject_name	subject_description
Q=QUESTION	question_enabled	question_description	question_explanation	question_type	question_difficulty	question_position	question_timer	question_fullscreen	question_inline_answers	question_auto_next
A=ANSWER	answer_enabled	answer_description	answer_explanation	answer_isright	answer_position	answer_keyboard_key
A	1	x² + y² + 2x-6y = 6.		1		
A	1	x²+y² - 6x + 2y = 6, 		0		
A	1	x² + y² + 2x- 6y = 16, 		0		
A	1	x² + y²- 6x + 2y = 16, 		0		
Q	1	Find the equation of the line perpendicular to the line y=2x+1 and passing through a point (3, 1).		S	1		0	0	0	0
A	1	y= -(1/2)x+5/2 		1		
A	1	y=(1/2)x+5/2 		0		
A	1	y=x+5 		0		
A	1	2y=x+5		0		
Q	1	Find the positive number n such that thrice its square is equal to twelve times the number		S	1		0	0	0	0
A	1	4 		1		
A	1	1 		0		
A	1	2 		0		
A	1	5 		0		
Q	1	Find the probability of selecting a figure which is parallelogram from a square, a rectangle, a rhombus, a kite and a trapezium		S	1		0	0	0	0
A	1	4/5 		1		
A	1	5/5 		0		
A	1	2/5 		0		
A	1	1/5 		0		
Q	1	Find the probability that a number selected at random from 40 to 50 is a prime		S	1		0	0	0	0
A	1	3/11 		1		
A	1	5/11 		0		
A	1	5/10 		0		
A	1	4/10 		0		
Q	1	Find the value of √(6+√(6+√(6+√(6+√6))))		S	1		0	0	0	0
A	1	3.		1		
A	1	-2, 		0		
A	1	2, 		0		
A	1	6, 		0		
Q	1	Find the values of x for which 5+2x-3x²=0		S	1		0	0	0	0
A	1	-1 and 5/( 3) 		1		
A	1	-2 and 6/5 		0		
A	1	-2 and-1 		0		
A	1	6/5 and 5/3		0		
Q	1	Find x if 2^(x²) = 4^(x+4)		S	1		0	0	0	0
A	1	2 or 4, 		1		
A	1	-4 or 2.		1		
A	1	-2 or 2, 		0		
A	1	-4 or 4, 		0		
Q	1	Find x if x²-2x-15 = 0		S	1		0	0	0	0
A	1	-3, 5 		1		
A	1	3, -5 		0		
A	1	1, 15 		0		
A	1	-2, -15		0		
Q	1	Given a regular hexagon, calculate each interior angle of the hexagon		S	1		0	0	0	0
A	1	120° 		1		
A	1	60° 		0		
A	1	30° 		0		
A	1	45° 		0		
Q	1	Given that a=1/(2-√3),b=1/(2+√3), find the value of a²+b²		S	1		0	0	0	0
A	1	14		1		
A	1	14/37 		0		
A	1	7 		0		
A	1	14+2√3 		0		
Q	1	How long will it take a sum of money invested at 8% simple interest to double the original sum		S	1		0	0	0	0
A	1	12.5years		1		
A	1	8years 		0		
A	1	10.5years 		0		
A	1	12years 		0		
Q	1	If [(3/4)^x][(2/3)^y]=32/27, find the value of 3y-2x		S	1		0	0	0	0
A	1	7 		1		
A	1	-1 		0		
A	1	1 		0		
A	1	-7		0		
Q	1	If 1 + 1/{1+1/[1+(1/x)]} = 5, find x		S	1		0	0	0	0
A	1	-3/7 		1		
A	1	3/7 		0		
A	1	7/3 		0		
A	1	-7/3		0		
Q	1	If 3^(2y)-6^(3y)-27 find y		S	1		0	0	0	0
A	1	2 		1		
A	1	3 		0		
A	1	1 		0		
A	1	-3 		0		
Q	1	If 7 and 189 are the first and fourth terms of a geometric progression respectively find the sum for the first three terms of the progression		S	1		0	0	0	0
A	1	91 		1		
A	1	182 		0		
A	1	180 		0		
A	1	63 		0		
Q	1	If a√5+b√2 is the square root of 95-30√10, the values of a and b are, respectively		S	1		0	0	0	0
A	1	3, -5		1		
A	1	5, 2 		0		
A	1	2, -5 		0		
A	1	-5, 3 		0		
Q	1	If P varies inversely as V and V varies directly as R², find the relationship between P and R given that R = 7 when P = 2		S	1		0	0	0	0
A	1	PR²=98 		1		
A	1	P=98R² 		0		
A	1	R=89 		0		
A	1	P=1/98R 		0		
Q	1	If pq+1=q² and t=[1/p]-[1/pq] express t in terms of q		S	1		0	0	0	0
A	1	1/(q+1) 		1		
A	1	1/pq 		0		
A	1	1/(q+2) 		0		
A	1	1/(p+2) 		0		
Q	1	If tan x=sinx/cosx , find tan(90+x) for acute value of x.		S	1		0	0	0	0
A	1	-cot x 		1		
A	1	-tan x 		0		
A	1	cot x 		0		
A	1	tan x		0		
Q	1	If the binary operation * is defined as x * y = 2, find 2 * (4 * 5)		S	1		0	0	0	0
A	1	2		1		
A	1	4 , 		0		
A	1	5, 		0		
A	1	-5, 		0		
Q	1	If the distance covered by a body in time t seconds is s=t³-6t²+5t, what is its initial velocity		S	1		0	0	0	0
A	1	5ms^(-1)		1		
A	1	none of the answer		0		
A	1	-4ms^(-1) 		0		
A	1	ms^(-1) 		0		
Q	1	If the length of the sides of a right-angled triangle are (3x+1)cm,(3x-1)cm and xcm, what is x		S	1		0	0	0	0
A	1	12 		1		
A	1	2 		0		
A	1	6 		0		
A	1	18 		0		
Q	1	If the mean of the numbers a,b,c,d,e is x, find the mean of numbers a+k, b+2k, c-k, d-2k, e.		S	1		0	0	0	0
A	1	x		1		
A	1	x+k, 		0		
A	1	x-k, 		0		
A	1	2x		0		
Q	1	If the universal set U = {1,2,3,4,5,6,7,8,9,10}, M = {1,3,5,7,9} and N = {2,4,6,8,10}, which of the following is equal to (M U N)'		S	1		0	0	0	0
A	1	M ∩ N.		1		
A	1	(M ∩ N)		0		
A	1	M'U N' 		0		
A	1	M'∩ N' 		0		
Q	1	If x/y=z/w=c, find the value of (3x²-xz+z²)/(3y²-yw+w² ) in terms of c.		S	1		0	0	0	0
A	1	c²		1		
A	1	3c² 		0		
A	1	17c²/4 		0		
A	1	2c-c² 		0		
Q	1	If x=1 is root of the equation x³-2x²-5x+6, find the other roots		S	1		0	0	0	0
A	1	3 and -2 		1		
A	1	-3 and 2 		0		
A	1	2 and 2 		0		
A	1	1 and 3 		0		
Q	1	If x²-5x + 6 = (x-a)² + b, the value of b is		S	1		0	0	0	0
A	1	-1/4 		1		
A	1	5/2 		0		
A	1	2 		0		
A	1	3		0		
Q	1	If x²/a² - y²/b² =1, then y is		S	1		0	0	0	0
A	1	±b/a [√(x²-a² )] 		1		
A	1	±b/a [√(a²- x² )] 		0		
A	1	a/b [√(a²- x² )] 		0		
A	1	±a/b [√(x²- a² )]		0		
Q	1	In 1984, Tolu was 24 years old and is father 45 years. In what year was Tolu exactly half his father's age		S	1		0	0	0	0
A	1	1981 		1		
A	1	1982 		0		
A	1	1983 		0		
A	1	1979 		0		
Q	1	In a convex polygon with n sides, the sum of interior angles is		S	1		0	0	0	0
A	1	(n-2)π 		1		
A	1	2(n-1)π 		0		
A	1	4(n-1)π  		0		
A	1	(2n+4)π 		0		
Q	1	In a throw of a fair die the probability of obtaining an even number is		S	1		0	0	0	0
A	1	1/6 		1		
A	1	1 		0		
A	1	2/3 		0		
Q	1	In the figure AB and AD are tangents to the circle. If ˂BCD = 55° and ˂BDC = 48°, find ˂BAD.		S	1		0	0	0	0
A	1	70°		1		
A	1	80° 		0		
A	1	110°		0		
A	1	55°		0		
Q	1	Integrate 		S	1		0	0	0	0
A	1	-log[cos2x+π)]+k 		1		
A	1	2cot(2x+π)+k 		0		
A	1	log[cos2x+π)]+k 		0		
A	1	4 cot(2x+π)+k		0		
Q	1	Integrate 1/2x		S	1		0	0	0	0
A	1	1/2lnx + C, 		1		
A	1	not defined, 		0		
A	1	0 		0		
A	1	1/4x² + C		0		
Q	1	Let f(x)= 2x³-3x²-5x+6. If x-1 divides f(x) find the poles of the function		S	1		0	0	0	0
A	1	1,2,-3/2 		1		
A	1	1,2,3/2 		0		
A	1	-1,2,3 		0		
A	1	1,-2,-3/2		0		
Q	1	Let log y + log3 = 3. Then, y is		S	1		0	0	0	0
A	1	(10/x)^(-1/3) 		1		
A	1	(x/10)³ 		0		
A	1	(x/10)⁻³ 		0		
A	1	(10/x)³		0		
Q	1	Let the letters P, Q, R and S denote parallelogram, quadrilateral, rectangle and square respectively. Using subset notation, which of these inclusions is correct		S	1		0	0	0	0
A	1	S⊂R⊂P⊂Q		1		
A	1	Q⊂R⊂P⊂S 		0		
A	1	R⊂Q⊂P⊂S 		0		
A	1	S⊂P⊂R⊂Q 		0		
Q	1	Let α and β be roots of quadratic equation x² + 2x-3 = 0, then αβ is		S	1		0	0	0	0
A	1	-3, 		1		
A	1	-2, 		0		
A	1	2 , 		0		
A	1	6.		0		
Q	1	Let α and β be the roots of the equation x²- 5x + 4= 0. Find the values of 1/α - 1/β		S	1		0	0	0	0
A	1	±3/4 		1		
A	1	±4/3 		0		
A	1	3/4 		0		
A	1	1/5		0		
Q	1	List all integers satisfying the inequality -2 ˂ 2x - 6 ˂ 4 		S	1		0	0	0	0
A	1	2, 3, 4 		1		
A	1	2, 3, 4, 5 		0		
A	1	3,4 		0		
A	1	3, 4, 5 (e) 4, 5		0		
Q	1	One angle of an octagon is 100° while the other sides are equal. Find each of these exterior angles		S	1		0	0	0	0
A	1	80° 		0		
A	1	60° 		0		
A	1	140° 		0		
A	1	40°		0	1	
Q	1	Simplify 1 + (2/3) - 3 - (1+2/3 of 6/7)		S	1		0	0	0	0
A	1	-8/33 		1		
A	1	21/11 		0		
A	1	33/21 		0		
A	1	-21/8		0		
Q	1	Suppose D,E and P are subsets of a universal set U. Let U be the set of natural numbers not greater than 10, while D, E and P are respectively the set of odd numbers, even number and prime number. For any set X, its complement is denoted by X' and φ denote the empty set. Display the set D ∩ P		S	1		0	0	0	0
A	1	{2} 		1		
A	1	{3, 5, 7} 		0		
A	1	{4, 6, 8, 10} 		0		
A	1	{2, 3, 5, 7}		0		
Q	1	The average age of the three children in a family is 9 years. If the average age of their parent is 39 years, the average age of the whole family is:		S	1		0	0	0	0
A	1	21 years 		1		
A	1	20 years 		0		
A	1	24 years 		0		
A	1	27 years.		0		
Q	1	The average age of x pupils in a class is 14 years 2 months. A pupil of 15 years 2 months joins the class and the average age is increased by one month. Find x.		S	1		0	0	0	0
A	1	11 		1		
A	1	12 		0		
A	1	6 		0		
A	1	14.		0		
Q	1	The circle 2x²+2(y-3/2 )² = 2 has centre and radius respectively as		S	1		0	0	0	0
A	1	(0,3/2) and 1.		1		
A	1	(0,3/2) and 2 		0		
A	1	(0,(-3)/2) and 1 		0		
A	1	(3/2,0) and 2 		0		
Q	1	The difference of two numbers is 10, while their product is 39. Find these numbers.		S	1		0	0	0	0
A	1	-3 and 13 or 13 and 3.		1		
A	1	-3 and 10 or 13 and 10, 		0		
A	1	3 and -10 or 3 and 13. 		0		
A	1	3 and -3 or 3 and 13, 		0		
Q	1	The expression 2Cosθ+Sin²θ has the numerical value		S	1		0	0	0	0
A	1	2 		1		
A	1	1 		0		
A	1	4 		0		
A	1	0		0		
Q	1	The expression a³+b³ is equal to		S	1		0	0	0	0
A	1	(a+b)(a²-ab+b²) 		1		
A	1	(a²+b)(a-ab+b²) 		0		
A	1	(a-b²)(a²-ab+b) 		0		
A	1	(a-b)(a²+ab+b²)		0		
Q	1	The expression ax² + bx takes the value 6 when x = 1 and 10 when x = 2. Find its value when x = 5		S	1		0	0	0	0
A	1	10 		1		
A	1	12 		0		
A	1	6 		0		
A	1	-10		0		
Q	1	The indefinite integral of (xe)^x, for any real constant c is		S	1		0	0	0	0
A	1	e^x(x-1)+c		1		
A	1	c 		0		
A	1	x+e^x+c 		0		
A	1	x²+e^x+c 		0		
Q	1	The integral value of y which satisfy the inequality -1˂5-2y ≤ 7 are		S	1		0	0	0	0
A	1	-1, 0, 1, 2 		1		
A	1	0, 1, 2, 3 		0		
A	1	-1, 0, 2, 3 		0		
Q	1	The interior angles of a pentagon are: 180°, 118°, 78° ,84°and x. the value of x is:		S	1		0	0	0	0
A	1	120° 		1		
A	1	75° 		0		
A	1	80° 		0		
A	1	134°		0		
Q	1	The journey from Lagos to Ibadan usually takes a motorist 1 hour 30 minutes. By increasing his average speed by 20km/hr, the motorist saves 15 minutes. His usual speed, in km/hr is		S	1		0	0	0	0
A	1	100 		1		
A	1	90 		0		
A	1	85 		0		
A	1	80		0		
Q	1	The line perpendicular to the straight line y +(3/2)x-1 = 0 has the gradient		S	1		0	0	0	0
A	1	2/3		1		
A	1	-2/3, 		0		
A	1	3/2, 		0		
A	1	3, 		0		
Q	1	The reciprocal of (3/4)/(1/4+1/3) is		S	1		0	0	0	0
A	1	7/9 		1		
A	1	9/7 		0		
A	1	-9/7 		0		
A	1	-7/9		0		
Q	1	The scores of 16 students in a mathematics test are 65, 65, 55, 60, 60, 65, 60, 70, 75, 70, 65, 70, 60, 65, 65, 70. What is the sum of the median and modal scores		S	1		0	0	0	0
A	1	130 		1		
A	1	150.		0		
A	1	125 		0		
A	1	140 		0		
Q	1	The second term of an infinite geometric series is -1/2 and the third term is 1/4. Find the sum of the series.		S	1		0	0	0	0
A	1	2/3		1		
A	1	2 		0		
A	1	1		0		
A	1	3/2 		0		
Q	1	The speed of 30 kilometres per minute, expressed centimeters per second is		S	1		0	0	0	0
A	1	50 		1		
A	1	5 		0		
A	1	500 		0		
A	1	5000.		0		
Q	1	The trigonometric expression cos2A + sin2A can be written as		S	1		0	0	0	0
A	1	cosA(cos A � sinA) 		1		
A	1	cos²A + sin²A-2sinAcosA  		0		
A	1	2 sinAcosA+cos²A+sin²A   		0		
A	1	cos²A+sin²A-2sinAcosA		0		
Q	1	The value of (0.303)³- (0.02)³ is		S	1		0	0	0	0
A	1	0.0278 		1		
A	1	0.019 		0		
A	1	0.00019 		0		
A	1	0.000019 		0		
Q	1	The volume of a certain sphere in numerically equal to twice its surface area. The diameter of the sphere is:		S	1		0	0	0	0
A	1	12 		1		
A	1	6 		0		
A	1	9 		0		
A	1	√6		0		
Q	1	Two fair coins are tossed simultaneously. What is the probability of obtaining at least 1 tail turns up		S	1		0	0	0	0
A	1	3/4 		1		
A	1	1/4 		0		
A	1	1/2 		0		
A	1	1		0		
Q	1	Two fair dice are rolled. What is the probability that both show up the same number of point		S	1		0	0	0	0
A	1	1/2 		1		
A	1	1/36 		0		
A	1	7/36 		0		
A	1	1/3 		0		
Q	1	What is the distance between points (1,2) and (4,5) on a plane		S	1		0	0	0	0
A	1	3√2 		1		
A	1	2√3 		0		
A	1	3 		0		
A	1	9		0		
Q	1	What is the product of 27/5 - (3)² and(1/5)		S	1		0	0	0	0
A	1	5 		1		
A	1	 1/25 		0		
A	1	2 		0		
A	1	1 		0		
Q	1	When the price of egg was raised by N2 an egg, the number of eggs which can be bought for N120 is reduced by 5. The present price of an egg is		S	1		0	0	0	0
A	1	N8 		1		
A	1	N6 		0		
A	1	N7 		0		
A	1	N10		0		
Q	1	Which of the following specified sets of data is not necessarily sufficient for the construction of a triangle		S	1		0	0	0	0
A	1	three angles 		1		
A	1	two sides and aright angle 		0		
A	1	two sides and an included angle 		0		
A	1	three sides		0		
